name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,team_difficulty,opponent_difficulty,season,target_next_gw,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,player_id,gw
Aaron Cresswell,DEF,West Ham,1.3,0,0,16,0,18.7,457.0,0.0,0.0,0.0,0.0,10,2,0,4.1,22.0,2022-08-07T15:30:00Z,90,13,0.0,0.0,0.0,0.0,1.0,0.0,266706.0,0.0,2.0,0.0,0.0,1,0.0,0.0,0.0,50,True,0.0,1.0,5,3,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,2.0,0,0,14,0,65.8,457.0,0.0,0.0,0.0,0.0,18,1,0,8.1,14.6,2022-08-14T13:00:00Z,90,16,0.0,0.0,0.0,0.0,2.0,0.0,320890.0,0.0,0.0,1.0,1.0,2,21509.0,45044.0,23535.0,50,False,0.0,2.0,2,2,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.0,0,0,6,0,38.8,457.0,0.0,0.0,0.0,0.0,30,2,0,6.7,10.2,2022-08-21T13:00:00Z,90,5,0.0,0.0,0.0,0.0,3.0,0.0,307342.0,0.0,2.0,0.0,18.0,0,-19414.0,20572.0,39986.0,50,True,1.0,3.0,3,3,22-23,6.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,2.2,0,0,26,1,5.8,457.0,0.0,0.0,0.0,0.0,32,0,0,2.8,13.8,2022-08-28T13:00:00Z,90,2,0.0,0.0,0.0,0.0,4.0,0.0,257633.0,0.0,1.0,0.0,8.0,6,-53162.0,5437.0,58599.0,50,False,0.0,4.0,2,2,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.7,0,0,16,0,1.5,457.0,0.0,0.0,0.0,0.0,47,1,0,2.9,27.0,2022-08-31T18:45:00Z,71,18,0.0,0.0,0.0,0.0,5.0,0.0,239899.0,0.0,1.0,1.0,0.0,2,-21500.0,5184.0,26684.0,49,True,0.0,5.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.1,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,6,0.0,0.0,0.0,0.0,6.0,0.0,207982.0,0.0,1.0,2.0,0.0,0,-33385.0,5180.0,38565.0,49,False,0.0,6.0,4,2,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,2.5,0,0,13,0,31.8,457.0,0.0,0.0,0.0,0.0,75,1,0,5.3,11.0,2022-09-18T13:15:00Z,90,8,0.0,0.0,0.0,0.0,8.0,0.0,193179.0,0.0,0.0,1.0,10.0,2,6734.0,17465.0,10731.0,48,False,0.0,8.0,2,2,22-23,5.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.5,0,0,21,1,12.1,457.0,0.0,0.0,0.0,0.0,90,0,0,2.8,15.8,2022-10-01T16:30:00Z,90,20,0.0,0.0,0.0,0.0,9.0,0.0,208118.0,0.0,0.0,2.0,0.0,5,17709.0,30963.0,13254.0,48,True,1.0,9.0,2,3,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.0,0,0,20,0,42.8,457.0,0.0,0.0,0.0,0.0,100,1,0,6.9,24.2,2022-10-09T13:00:00Z,90,9,0.0,0.0,0.0,0.0,10.0,0.0,250600.0,0.0,1.0,3.0,2.0,2,39911.0,49989.0,10078.0,48,True,0.0,10.0,2,3,22-23,3.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.0,0,1,19,0,47.9,457.0,0.0,0.0,0.0,0.0,108,1,0,7.1,21.0,2022-10-16T13:00:00Z,90,17,0.0,0.0,0.0,0.0,11.0,0.0,267408.0,0.0,1.0,1.0,2.0,3,16237.0,27263.0,11026.0,48,False,0.0,11.0,2,2,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.0,0,0,23,0,30.9,457.0,0.0,0.0,0.0,0.0,118,1,0,5.8,27.2,2022-10-19T18:30:00Z,90,12,0.0,0.0,0.0,0.0,12.0,0.0,248750.0,0.0,0.0,1.0,0.0,2,-7893.0,8141.0,16034.0,48,False,0.0,12.0,4,2,22-23,8.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,4.5,0,2,33,1,59.6,457.0,0.0,0.0,0.0,0.0,129,0,0,10.5,28.0,2022-10-24T19:00:00Z,90,3,0.0,0.0,0.0,0.0,13.0,0.0,278345.0,0.0,0.0,2.0,17.0,8,17288.0,29127.0,11839.0,48,True,0.0,13.0,2,3,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.7,0,0,15,0,16.5,457.0,0.0,0.0,0.0,0.0,139,1,0,3.4,15.4,2022-10-30T16:15:00Z,90,14,0.0,0.0,0.0,0.0,14.0,0.0,273592.0,0.0,0.0,1.0,2.0,2,-5129.0,13737.0,18866.0,48,False,0.0,14.0,4,2,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.2,0,0,12,0,15.0,457.0,0.0,0.0,0.0,0.0,149,2,0,2.4,9.0,2022-11-06T14:00:00Z,90,7,0.0,0.0,0.0,0.0,15.0,0.0,298991.0,0.0,2.0,1.0,0.0,1,22193.0,33820.0,11627.0,48,True,0.0,15.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.0,0,0,19,0,59.3,457.0,0.20854,0.20854,0.0,1.776,159,2,0,8.0,20.6,2022-11-12T15:00:00Z,90,10,0.0,0.0,0.0,0.0,16.0,0.0,287394.0,1.0,2.0,0.0,0.0,1,-10899.0,10497.0,21396.0,48,True,0.0,16.0,3,3,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.2,0,0,7,0,4.8,457.0,0.00897,0.00897,0.0,2.1036,161,3,0,1.5,9.8,2022-12-26T20:00:00Z,90,1,0.0,0.0,0.0,0.0,17.0,0.0,177374.0,1.0,1.0,3.0,0.0,1,-110458.0,11886.0,122344.0,48,False,0.0,17.0,4,2,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.0,0,0,17,0,16.6,457.0,0.06226,0.09276,0.0305,1.6274,179,2,0,3.5,17.4,2022-12-30T19:45:00Z,90,4,0.0,0.0,0.0,0.0,18.0,0.0,187107.0,1.0,2.0,0.0,1.0,1,8454.0,15630.0,7176.0,48,True,0.0,18.0,3,3,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.0,0,0,3,0,0.6,457.0,0.00336,0.00336,0.0,0.6746,187,1,0,0.3,2.6,2023-01-04T19:45:00Z,22,11,0.0,0.0,0.0,0.0,19.0,0.0,184702.0,0.0,2.0,2.0,0.0,1,-2685.0,5862.0,8547.0,48,False,0.0,19.0,2,2,22-23,2.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.2,0,0,15,0,10.4,457.0,0.09947,0.13227,0.0328,0.8366,200,1,0,3.2,16.2,2023-01-14T15:00:00Z,90,20,0.0,0.0,0.0,0.0,20.0,0.0,177421.0,1.0,0.0,1.0,5.0,2,-7347.0,4256.0,11603.0,48,False,0.0,20.0,2,2,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.0,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,8,0.0,0.0,0.0,0.0,21.0,0.0,180135.0,0.0,0.0,2.0,0.0,0,1527.0,8114.0,6587.0,48,True,0.0,21.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.7,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,15,0.0,0.0,0.0,0.0,22.0,0.0,167645.0,0.0,1.0,1.0,0.0,0,-12250.0,1825.0,14075.0,48,False,0.0,22.0,4,2,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.0,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,230,0,0,0.0,0.0,2023-02-11T12:30:00Z,0,6,0.0,0.0,0.0,0.0,23.0,0.0,162440.0,0.0,1.0,1.0,0.0,0,-5621.0,1493.0,7114.0,48,True,0.0,23.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.0,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2023-02-19T16:30:00Z,0,18,0.0,0.0,0.0,0.0,24.0,0.0,152615.0,0.0,0.0,2.0,0.0,0,-9912.0,210.0,10122.0,47,False,0.0,24.0,4,2,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.2,0,0,4,0,15.9,457.0,0.13,0.13,0.0,0.31,250,0,0,2.3,6.6,2023-02-25T15:00:00Z,45,16,0.0,0.0,0.0,0.0,25.0,0.0,160381.0,0.0,0.0,4.0,0.0,1,2354.0,7516.0,5162.0,47,True,0.0,25.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.2,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,254,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,5,0.0,0.0,0.0,0.0,26.0,0.0,152451.0,0.0,0.0,4.0,0.0,0,-3109.0,1812.0,4921.0,47,False,0.0,26.0,3,2,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.2,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,2,0.0,0.0,0.0,0.0,27.0,0.0,147846.0,0.0,1.0,1.0,0.0,0,-4612.0,720.0,5332.0,47,True,0.0,27.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.6,0,0,3,0,0.0,457.0,0.0,0.0,0.0,0.0,290,0,0,0.1,1.0,2023-04-02T13:00:00Z,2,17,0.0,0.0,0.0,0.0,29.0,0.0,149469.0,0.0,0.0,1.0,0.0,1,3676.0,6024.0,2348.0,47,True,0.0,29.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.6,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2023-04-05T19:00:00Z,0,15,0.0,0.0,0.0,0.0,29.0,0.0,149469.0,0.0,5.0,1.0,0.0,0,3676.0,6024.0,2348.0,47,True,0.0,29.0,3,3,22-23,8.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.0,0,2,27,1,33.2,457.0,0.13,0.13,0.0,0.68,293,0,0,5.8,22.6,2023-04-08T14:00:00Z,90,9,0.0,0.0,0.0,0.0,30.0,0.0,146572.0,1.0,1.0,0.0,2.0,8,-2039.0,980.0,3019.0,47,False,0.0,30.0,2,2,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.7,0,0,7,0,39.1,457.0,0.08,0.12,0.04,2.82,309,2,0,6.2,13.6,2023-04-16T13:00:00Z,90,1,0.0,0.0,0.0,0.0,31.0,0.0,148074.0,1.0,2.0,2.0,9.0,0,1240.0,2852.0,1612.0,47,True,1.0,31.0,4,3,22-23,12.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,4.7,1,3,37,1,26.9,457.0,0.26,0.3,0.04,1.14,312,0,0,5.5,23.6,2023-04-23T13:00:00Z,90,3,0.0,0.0,0.0,0.0,32.0,0.0,161445.0,1.0,4.0,0.0,4.0,12,8222.0,9907.0,1685.0,47,False,0.0,32.0,2,2,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.2,0,0,11,0,19.3,457.0,0.08,0.08,0.0,2.0,326,2,0,2.8,8.4,2023-04-26T18:45:00Z,90,12,0.0,0.0,0.0,0.0,33.0,0.0,172331.0,1.0,2.0,1.0,0.0,1,15557.0,20119.0,4562.0,47,True,0.0,33.0,4,3,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,5.6,0,0,6,0,1.1,457.0,0.0,0.0,0.0,1.09,335,1,0,1.4,12.6,2023-04-29T11:30:00Z,45,7,0.0,0.0,0.0,0.0,34.0,0.0,191554.0,0.0,3.0,4.0,0.0,1,13195.0,18186.0,4991.0,47,False,0.0,34.0,2,2,22-23,1.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,5.6,0,0,14,0,2.8,457.0,0.01,0.01,0.0,2.32,277,3,0,1.0,6.8,2023-05-03T19:00:00Z,90,13,0.0,0.0,0.0,0.0,34.0,0.0,191554.0,1.0,0.0,3.0,0.0,1,13195.0,18186.0,4991.0,47,False,0.0,34.0,5,2,22-23,6.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,3.5,0,0,25,1,15.7,457.0,0.01,0.01,0.0,1.19,349,0,0,2.6,10.6,2023-05-07T18:00:00Z,90,14,0.0,0.0,0.0,0.0,35.0,0.0,178596.0,1.0,0.0,1.0,0.0,6,-7078.0,2068.0,9146.0,47,True,0.0,35.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,0.0,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,4,0.0,0.0,0.0,0.0,36.0,0.0,178817.0,0.0,0.0,2.0,0.0,0,-73.0,4577.0,4650.0,47,False,0.0,36.0,3,2,22-23,0.0,,,,,,,,,,
Aaron Cresswell,DEF,West Ham,1.6,0,0,0,0,0.0,457.0,0.0,0.0,0.0,0.0,369,0,0,0.0,0.0,2023-05-21T12:30:00Z,0,11,0.0,0.0,0.0,0.0,37.0,0.0,177114.0,0.0,1.0,3.0,0.0,0,-1574.0,4350.0,5924.0,47,True,0.0,37.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.3,0,0,8,0,2.2,510.0,0.0,0.0,0.0,0.0,6,2,0,0.4,1.8,2022-08-07T13:00:00Z,83,10,0.0,0.0,0.0,0.0,1.0,0.0,25558.0,0.0,2.0,2.0,0.0,1,0.0,0.0,0.0,50,False,0.0,1.0,3,3,22-23,6.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,3.0,0,0,19,1,2.2,510.0,0.0,0.0,0.0,0.0,13,0,0,3.2,8.8,2022-08-13T16:30:00Z,79,14,0.0,0.0,0.0,0.0,2.0,0.0,27731.0,0.0,0.0,4.0,21.0,6,-1498.0,1542.0,3040.0,50,True,0.0,2.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.8,0,0,3,0,0.3,510.0,0.0,0.0,0.0,0.0,24,2,0,0.2,2.0,2022-08-20T14:00:00Z,59,9,0.0,0.0,0.0,0.0,3.0,0.0,42584.0,0.0,2.0,3.0,0.0,0,7965.0,11646.0,3681.0,50,False,0.0,3.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.0,0,0,10,0,13.9,510.0,0.0,0.0,0.0,0.0,33,1,0,4.5,12.6,2022-08-27T14:00:00Z,90,8,0.0,0.0,0.0,0.0,4.0,0.0,41617.0,0.0,1.0,1.0,18.0,1,-3004.0,4576.0,7580.0,50,True,1.0,4.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.8,0,0,17,0,1.4,510.0,0.0,0.0,0.0,0.0,43,1,0,2.4,22.8,2022-08-30T18:30:00Z,78,7,0.0,0.0,0.0,0.0,5.0,0.0,40191.0,0.0,1.0,1.0,0.0,1,-2891.0,2598.0,5489.0,50,False,1.0,5.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.1,0,0,7,0,4.4,510.0,0.0,0.0,0.0,0.0,52,2,0,2.2,17.2,2022-09-03T14:00:00Z,90,11,0.0,0.0,0.0,0.0,6.0,0.0,40259.0,0.0,2.0,5.0,0.0,0,-1594.0,3496.0,5090.0,50,True,1.0,6.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.3,0,0,14,0,2.5,510.0,0.0,0.0,0.0,0.0,72,3,0,2.0,17.6,2022-09-18T11:00:00Z,90,1,0.0,0.0,0.0,0.0,8.0,0.0,41394.0,0.0,3.0,0.0,0.0,1,-374.0,1645.0,2019.0,50,True,0.0,8.0,4,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.0,0,0,-2,0,1.5,510.0,0.0,0.0,0.0,0.0,82,0,0,0.3,1.8,2022-10-01T14:00:00Z,29,3,0.0,0.0,0.0,0.0,9.0,0.0,44216.0,0.0,0.0,0.0,0.0,0,2031.0,5196.0,3165.0,50,False,1.0,9.0,2,3,22-23,3.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.3,1,0,14,0,1.6,510.0,0.0,0.0,0.0,0.0,98,4,0,2.2,14.2,2022-10-08T14:00:00Z,82,15,0.0,0.0,0.0,0.0,10.0,0.0,41162.0,0.0,1.0,5.0,6.0,3,-2959.0,1819.0,4778.0,50,False,0.0,10.0,4,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2022-10-14T19:00:00Z,0,5,0.0,0.0,0.0,0.0,11.0,0.0,42119.0,0.0,0.0,2.0,0.0,0,235.0,2330.0,2095.0,50,True,0.0,11.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,6,0.0,0.0,0.0,0.0,12.0,0.0,35493.0,0.0,0.0,0.0,0.0,0,-5186.0,231.0,5417.0,50,True,0.0,12.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,2,0.0,0.0,0.0,0.0,13.0,0.0,32525.0,0.0,0.0,4.0,0.0,0,-4511.0,38.0,4549.0,50,False,0.0,13.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,20,0.0,0.0,0.0,0.0,14.0,0.0,29236.0,0.0,1.0,1.0,0.0,0,-3329.0,56.0,3385.0,49,True,0.0,14.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,16,0.0,0.0,0.0,0.0,15.0,0.0,27272.0,0.0,2.0,2.0,0.0,0,-1975.0,48.0,2023.0,49,False,0.0,15.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2022-11-12T12:30:00Z,0,13,0.0,0.0,0.0,0.0,16.0,0.0,26263.0,0.0,2.0,1.0,0.0,0,-1073.0,45.0,1118.0,49,False,0.0,16.0,5,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,163,0,0,0.0,0.0,2022-12-26T12:30:00Z,0,18,0.0,0.0,0.0,0.0,17.0,0.0,24679.0,0.0,2.0,2.0,0.0,0,-1633.0,220.0,1853.0,49,True,0.0,17.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2022-12-30T19:45:00Z,0,19,0.0,0.0,0.0,0.0,18.0,0.0,24197.0,0.0,2.0,0.0,0.0,0,-501.0,38.0,539.0,49,False,0.0,18.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,12,0.0,0.0,0.0,0.0,19.0,0.0,23999.0,0.0,1.0,3.0,0.0,0,-208.0,52.0,260.0,49,True,0.0,19.0,4,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,192,0,0,0.0,0.0,2023-01-14T17:30:00Z,0,3,0.0,0.0,0.0,0.0,20.0,0.0,23626.0,0.0,0.0,2.0,0.0,0,-377.0,50.0,427.0,49,True,0.0,20.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,11,0.0,0.0,0.0,0.0,21.0,0.0,23382.0,0.0,0.0,0.0,0.0,0,-256.0,64.0,320.0,49,False,0.0,21.0,2,3,22-23,6.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.0,0,0,19,1,1.5,510.0,0.01,0.04,0.03,0.25,212,0,0,1.1,2.6,2023-02-04T15:00:00Z,60,17,0.0,0.0,0.0,0.0,22.0,0.0,24028.0,1.0,0.0,3.0,7.0,6,433.0,774.0,341.0,49,True,0.0,22.0,2,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.5,0,0,0,0,0.0,510.0,0.0,0.0,0.0,0.0,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,1,0.0,0.0,0.0,0.0,23.0,0.0,24778.0,0.0,1.0,1.0,0.0,0,548.0,910.0,362.0,49,False,0.0,23.0,4,3,22-23,2.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.7,0,0,13,0,1.8,510.0,0.01,0.04,0.03,0.96,232,1,0,2.8,9.0,2023-02-18T15:00:00Z,75,7,0.0,0.0,0.0,0.0,24.0,0.0,25150.0,1.0,1.0,1.0,17.0,2,251.0,654.0,403.0,49,True,0.0,24.0,2,3,22-23,5.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,2.3,1,0,18,0,1.1,510.0,0.01,0.02,0.02,1.21,253,1,0,1.5,10.4,2023-03-06T20:00:00Z,90,9,0.0,0.0,0.0,0.0,26.0,0.0,26512.0,1.0,2.0,3.0,3.0,5,1110.0,1638.0,528.0,49,True,0.0,26.0,2,3,22-23,2.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,7.5,0,0,16,0,16.0,510.0,0.19,0.19,0.0,1.0,263,1,0,3.6,14.2,2023-03-11T15:00:00Z,73,8,0.0,0.0,0.0,0.0,27.0,0.0,33361.0,1.0,0.0,1.0,6.0,2,6265.0,7237.0,972.0,49,False,0.0,27.0,2,3,22-23,5.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,7.5,0,0,15,1,0.2,510.0,0.0,0.0,0.0,0.51,69,0,0,0.9,9.0,2023-03-15T19:30:00Z,90,17,0.0,0.0,0.0,0.0,27.0,0.0,33361.0,1.0,2.0,0.0,0.0,5,6265.0,7237.0,972.0,49,False,1.0,27.0,2,3,22-23,4.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,4.0,0,2,23,0,7.3,510.0,0.04,0.04,0.0,1.35,273,1,0,3.4,26.4,2023-03-18T15:00:00Z,90,10,0.0,0.0,0.0,0.0,28.0,0.0,38059.0,1.0,1.0,1.0,0.0,4,3293.0,4590.0,1297.0,49,True,0.0,28.0,3,3,22-23,0.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,4.8,0,0,0,0,0.1,510.0,0.0,0.0,0.0,4.45,283,3,0,0.0,0.0,2023-04-01T14:00:00Z,90,5,0.0,0.0,0.0,0.0,29.0,0.0,37876.0,1.0,3.0,3.0,0.0,0,994.0,3405.0,2411.0,49,False,1.0,29.0,3,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,4.8,0,0,2,0,0.8,510.0,0.01,0.0,0.02,0.19,247,0,0,0.1,0.0,2023-04-05T19:00:00Z,15,14,0.0,0.0,0.0,0.0,29.0,0.0,37876.0,0.0,0.0,1.0,1.0,1,994.0,3405.0,2411.0,49,False,0.0,29.0,4,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.7,0,0,11,0,0.5,510.0,0.0,0.0,0.0,0.8,292,2,0,0.3,2.4,2023-04-08T14:00:00Z,73,15,0.0,0.0,0.0,0.0,30.0,0.0,36871.0,1.0,2.0,1.0,0.0,1,-945.0,1118.0,2063.0,49,True,0.0,30.0,3,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.8,0,0,9,0,1.5,510.0,0.0,0.0,0.0,0.66,310,2,0,0.8,4.2,2023-04-15T14:00:00Z,73,20,0.0,0.0,0.0,0.0,31.0,0.0,37138.0,1.0,0.0,2.0,2.0,1,139.0,1345.0,1206.0,49,False,0.0,31.0,2,3,22-23,2.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.0,0,0,6,0,0.8,510.0,0.0,0.12,0.12,1.91,313,1,0,1.5,4.8,2023-04-22T14:00:00Z,90,2,0.0,0.0,0.0,0.0,32.0,0.0,38276.0,1.0,1.0,1.0,9.0,2,747.0,1786.0,1039.0,49,True,0.0,32.0,2,3,22-23,1.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.0,0,0,3,0,0.0,510.0,0.0,0.0,0.0,0.16,328,0,0,0.0,0.0,2023-04-26T18:45:00Z,1,6,0.0,0.0,0.0,0.0,33.0,0.0,37436.0,0.0,2.0,0.0,0.0,1,-668.0,613.0,1281.0,49,False,0.0,33.0,4,3,22-23,2.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.3,0,0,14,0,11.3,510.0,0.07,0.09,0.02,0.75,333,1,0,2.3,8.8,2023-04-29T14:00:00Z,90,16,0.0,0.0,0.0,0.0,34.0,0.0,36589.0,1.0,1.0,2.0,3.0,2,-781.0,1014.0,1795.0,49,True,0.0,34.0,2,3,22-23,2.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,1.1,0,0,5,0,11.3,510.0,0.01,0.01,0.0,2.08,344,1,0,1.6,4.2,2023-05-06T16:30:00Z,87,12,0.0,0.0,0.0,0.0,35.0,0.0,36044.0,1.0,0.0,1.0,0.0,2,-846.0,647.0,1493.0,49,False,0.0,35.0,4,3,22-23,5.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,0.0,0,0,23,1,21.9,510.0,0.03,0.1,0.07,0.22,353,0,0,3.7,10.2,2023-05-14T13:00:00Z,84,19,0.0,0.0,0.0,0.0,36.0,0.0,36009.0,1.0,0.0,2.0,5.0,5,-141.0,668.0,809.0,49,True,1.0,36.0,2,3,22-23,5.0,,,,,,,,,,
Aaron Hickey,DEF,Brentford,3.5,1,0,23,0,13.7,510.0,0.06,0.06,0.0,1.22,368,1,0,3.2,18.6,2023-05-20T11:30:00Z,88,18,0.0,0.0,0.0,0.0,37.0,0.0,36006.0,1.0,3.0,1.0,0.0,5,-63.0,783.0,846.0,49,False,0.0,37.0,4,3,22-23,6.0,,,,,,,,,,
