season,name,position,GW,minutes,total_points,expected_goals,expected_assists,clean_sheets,saves,bps,value,team_difficulty,opponent_difficulty,target_next_gw
23-24,Andreas Hoelgebaum Pereira,MID,11.0,80,3,0.08,0.11,1,0.0,13,54,3,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,12.0,73,2,0.0,0.03,0,0.0,16,54,4,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,13.0,75,2,0.0,0.11,0,0.0,14,53,2,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,14.0,61,2,0.07,0.08,0,0.0,10,53,5,2,15.0
23-24,Andreas Hoelgebaum Pereira,MID,15.0,90,15,0.08,0.49,1,0.0,51,53,2,3,6.0
23-24,Andreas Hoelgebaum Pereira,MID,16.0,90,6,0.02,0.38,1,0.0,26,53,2,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,17.0,60,2,0.02,0.01,0,0.0,7,53,4,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,18.0,64,2,0.03,0.05,0,0.0,7,53,2,3,1.0
23-24,Andreas Hoelgebaum Pereira,MID,19.0,82,1,0.03,0.06,0,0.0,10,53,2,2,1.0
23-24,Andreas Hoelgebaum Pereira,MID,20.0,18,1,0.08,0.04,0,0.0,3,53,5,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,21.0,81,2,0.1,0.16,0,0.0,5,53,3,2,3.0
23-24,Andreas Hoelgebaum Pereira,MID,22.0,90,3,0.21,0.25,1,0.0,6,53,2,3,4.0
23-24,Andreas Hoelgebaum Pereira,MID,23.0,84,4,0.08,0.46,0,0.0,19,53,2,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,24.0,84,2,0.0,0.06,0,0.0,10,53,2,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,25.0,74,2,0.02,0.45,0,0.0,6,53,3,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,26.0,67,2,0.06,0.12,1,0.0,9,53,4,2,3.0
23-24,Andreas Hoelgebaum Pereira,MID,27.0,68,3,0.16,0.04,1,0.0,4,53,2,3,2.0
23-24,Andreas Hoelgebaum Pereira,MID,28.0,61,2,0.07,0.05,0,0.0,9,53,2,2,3.0
23-24,Andreas Hoelgebaum Pereira,MID,29.0,71,3,0.35,0.1,1,0.0,4,53,3,3,5.0
23-24,Andreas Hoelgebaum Pereira,MID,30.0,84,5,0.0,0.18,0,0.0,24,53,2,2,6.0
23-24,Andreas Hoelgebaum Pereira,MID,31.0,70,6,0.06,0.83,0,0.0,27,53,2,2,3.0
23-24,Andreas Hoelgebaum Pereira,MID,32.0,64,3,0.29,0.12,1,0.0,17,53,3,3,15.0
23-24,Andreas Hoelgebaum Pereira,MID,33.0,73,15,1.69,0.25,1,0.0,44,53,3,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,34.0,90,2,0.04,0.36,0,0.0,8,53,4,3,3.0
23-24,Andreas Hoelgebaum Pereira,MID,35.0,84,3,0.0,0.1,1,0.0,13,53,2,3,3.0
23-24,Andreas Hoelgebaum Pereira,MID,36.0,74,3,0.18,0.03,1,0.0,6,53,2,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,37.0,73,2,0.0,0.01,0,0.0,8,53,5,3,0.0
23-24,Andrew Robertson,DEF,1.0,90,2,0.0,0.01,0,0.0,16,65,3,4,2.0
23-24,Andrew Robertson,DEF,2.0,90,2,0.0,0.21,0,0.0,19,65,2,5,2.0
23-24,Andrew Robertson,DEF,3.0,90,2,0.0,0.06,0,0.0,13,65,4,4,6.0
23-24,Andrew Robertson,DEF,4.0,90,6,0.0,0.09,1,0.0,26,65,3,5,11.0
23-24,Andrew Robertson,DEF,5.0,90,11,0.42,0.11,0,0.0,36,65,2,4,2.0
23-24,Andrew Robertson,DEF,6.0,90,2,0.0,0.28,0,0.0,21,66,2,5,0.0
23-24,Andrew Robertson,DEF,7.0,90,0,0.05,0.18,0,0.0,13,66,4,4,1.0
23-24,Andrew Robertson,DEF,8.0,90,1,0.0,0.05,0,0.0,23,66,3,4,0.0
23-24,Andrew Robertson,DEF,22.0,21,1,0.0,0.17,0,0.0,9,64,3,5,0.0
23-24,Andrew Robertson,DEF,23.0,32,0,0.0,0.01,0,0.0,3,64,5,4,2.0
23-24,Andrew Robertson,DEF,24.0,90,2,0.1,0.3,0,0.0,21,64,2,5,2.0
23-24,Andrew Robertson,DEF,25.0,90,2,0.0,0.35,0,0.0,21,64,2,4,4.0
23-24,Andrew Robertson,DEF,25.0,22,4,0.0,0.0,0,0.0,18,64,2,5,0.0
23-24,Andrew Robertson,DEF,27.0,59,0,0.11,0.06,0,0.0,12,64,2,4,1.0
23-24,Andrew Robertson,DEF,28.0,29,1,0.0,0.21,0,0.0,8,64,5,5,0.0
23-24,Andrew Robertson,DEF,31.0,30,4,0.05,0.09,0,0.0,19,64,2,5,1.0
23-24,Andrew Robertson,DEF,32.0,90,1,0.09,0.31,0,0.0,22,64,4,4,2.0
23-24,Andrew Robertson,DEF,33.0,90,2,0.0,0.26,0,0.0,16,64,2,5,2.0
23-24,Andrew Robertson,DEF,34.0,90,2,0.0,0.1,0,0.0,15,64,3,4,1.0
23-24,Andrew Robertson,DEF,34.0,83,1,0.06,0.1,0,0.0,19,64,2,4,9.0
23-24,Andrew Robertson,DEF,35.0,90,9,0.11,0.4,0,0.0,33,65,3,4,13.0
23-24,Andrew Robertson,DEF,36.0,63,13,0.91,0.27,1,0.0,42,65,3,5,0.0
23-24,André Onana,GK,1.0,90,9,0.0,0.0,1,6.0,32,50,2,4,2.0
23-24,André Onana,GK,2.0,90,2,0.0,0.0,0,5.0,19,50,4,3,0.0
23-24,André Onana,GK,3.0,90,0,0.0,0.0,0,2.0,8,50,2,4,0.0
23-24,André Onana,GK,4.0,90,0,0.0,0.0,0,2.0,10,50,5,3,2.0
23-24,André Onana,GK,5.0,90,2,0.0,0.0,0,5.0,18,50,2,4,7.0
23-24,André Onana,GK,6.0,90,7,0.0,0.0,1,4.0,28,49,2,3,2.0
23-24,André Onana,GK,7.0,90,2,0.0,0.0,0,1.0,16,49,2,4,2.0
23-24,André Onana,GK,8.0,90,2,0.0,0.01,0,2.0,11,49,2,4,3.0
23-24,André Onana,GK,9.0,90,3,0.0,0.0,0,5.0,18,49,2,3,2.0
23-24,André Onana,GK,10.0,90,2,0.0,0.0,0,7.0,20,48,5,4,6.0
23-24,André Onana,GK,11.0,90,6,0.0,0.0,1,2.0,24,48,3,3,8.0
23-24,André Onana,GK,12.0,90,8,0.0,0.0,1,4.0,29,48,2,4,9.0
23-24,André Onana,GK,13.0,90,9,0.0,0.0,1,6.0,33,48,2,3,3.0
23-24,André Onana,GK,14.0,90,3,0.0,0.0,0,3.0,18,48,4,3,2.0
23-24,André Onana,GK,15.0,90,2,0.0,0.0,0,2.0,11,48,3,4,1.0
23-24,André Onana,GK,16.0,90,1,0.0,0.0,0,1.0,14,48,2,4,10.0
23-24,André Onana,GK,17.0,90,10,0.0,0.0,1,8.0,37,48,5,3,2.0
23-24,André Onana,GK,18.0,90,2,0.0,0.0,0,3.0,16,48,3,3,1.0
23-24,André Onana,GK,19.0,90,1,0.0,0.01,0,1.0,14,48,3,4,1.0
23-24,André Onana,GK,20.0,90,1,0.0,0.01,0,0.0,12,48,2,3,2.0
23-24,André Onana,GK,21.0,90,2,0.0,0.0,0,3.0,15,48,3,4,1.0
23-24,André Onana,GK,22.0,90,1,0.0,0.0,0,3.0,11,48,2,3,8.0
23-24,André Onana,GK,23.0,90,8,0.0,0.0,1,4.0,29,48,2,4,4.0
23-24,André Onana,GK,24.0,90,4,0.0,0.0,0,8.0,27,48,4,3,3.0
23-24,André Onana,GK,25.0,90,3,0.0,0.01,0,3.0,15,48,2,3,2.0
23-24,André Onana,GK,26.0,90,2,0.0,0.0,0,3.0,13,48,2,4,2.0
23-24,André Onana,GK,27.0,90,2,0.0,0.01,0,5.0,22,48,5,3,11.0
23-24,André Onana,GK,28.0,90,11,0.0,0.01,1,6.0,34,48,2,4,3.0
23-24,André Onana,GK,30.0,90,3,0.0,0.0,0,4.0,17,48,2,3,2.0
23-24,André Onana,GK,31.0,90,2,0.0,0.0,0,6.0,22,49,3,3,2.0
23-24,André Onana,GK,32.0,90,2,0.0,0.0,0,6.0,18,49,4,4,2.0
23-24,André Onana,GK,33.0,90,2,0.0,0.0,0,3.0,14,49,2,3,1.0
23-24,André Onana,GK,34.0,90,1,0.0,0.01,0,2.0,9,50,2,4,4.0
23-24,André Onana,GK,35.0,90,4,0.0,0.01,0,6.0,17,50,2,4,2.0
23-24,André Onana,GK,36.0,90,2,0.0,0.0,0,6.0,23,50,2,3,3.0
23-24,André Onana,GK,37.0,90,3,0.0,0.0,0,5.0,19,50,5,4,2.0
23-24,André Onana,GK,37.0,90,2,0.0,0.0,0,5.0,19,50,3,4,7.0
23-24,Anthony Elanga,MID,1.0,10,4,0.0,0.61,0,0.0,17,50,5,2,1.0
23-24,Anthony Elanga,MID,2.0,21,1,0.03,0.0,0,0.0,3,50,2,2,1.0
23-24,Anthony Elanga,MID,3.0,9,1,0.02,0.0,0,0.0,3,50,4,2,7.0
23-24,Anthony Elanga,MID,4.0,45,7,0.4,0.0,0,0.0,24,50,3,2,2.0
23-24,Anthony Elanga,MID,5.0,90,2,0.03,0.27,0,0.0,7,50,2,2,1.0
23-24,Anthony Elanga,MID,6.0,34,1,0.07,0.04,0,0.0,4,50,5,2,2.0
23-24,Anthony Elanga,MID,7.0,60,2,0.08,0.01,0,0.0,5,50,2,2,1.0
23-24,Anthony Elanga,MID,8.0,24,1,0.04,0.02,0,0.0,1,50,2,2,9.0
23-24,Anthony Elanga,MID,9.0,87,9,0.07,0.42,0,0.0,35,50,2,2,2.0
23-24,Anthony Elanga,MID,10.0,90,2,0.2,0.0,0,0.0,0,50,5,2,3.0
23-24,Anthony Elanga,MID,11.0,90,3,0.0,0.0,1,0.0,8,50,3,2,6.0
23-24,Anthony Elanga,MID,12.0,90,6,0.15,0.03,0,0.0,23,50,3,2,7.0
23-24,Anthony Elanga,MID,13.0,90,7,0.08,0.14,0,0.0,27,50,2,2,2.0
23-24,Anthony Elanga,MID,14.0,90,2,0.18,0.01,0,0.0,4,50,2,2,2.0
23-24,Anthony Elanga,MID,15.0,90,2,0.07,0.01,0,0.0,6,50,3,2,2.0
23-24,Anthony Elanga,MID,16.0,83,2,0.07,0.04,0,0.0,5,50,2,2,2.0
23-24,Anthony Elanga,MID,17.0,90,2,0.23,0.18,0,0.0,4,50,3,2,7.0
23-24,Anthony Elanga,MID,18.0,90,7,0.35,0.01,0,0.0,19,50,2,2,10.0
23-24,Anthony Elanga,MID,19.0,89,10,0.73,0.64,0,0.0,35,50,4,2,5.0
23-24,Anthony Elanga,MID,20.0,86,5,0.0,0.12,0,0.0,22,50,3,2,0.0
23-24,Anthony Elanga,MID,22.0,12,1,0.06,0.0,0,0.0,1,51,5,2,2.0
23-24,Anthony Elanga,MID,23.0,77,2,0.0,0.01,0,0.0,8,51,2,2,7.0
23-24,Anthony Elanga,MID,24.0,90,7,0.82,0.04,0,0.0,16,51,3,2,6.0
23-24,Anthony Elanga,MID,25.0,90,6,0.98,0.4,1,0.0,18,51,2,2,2.0
23-24,Anthony Elanga,MID,26.0,90,2,0.21,0.0,0,0.0,11,51,4,2,2.0
23-24,Anthony Elanga,MID,27.0,90,2,0.72,0.0,0,0.0,-3,51,4,2,1.0
23-24,Anthony Elanga,MID,28.0,29,1,0.0,0.03,0,0.0,4,51,3,2,2.0
23-24,Anthony Elanga,MID,29.0,90,2,0.24,0.06,0,0.0,12,51,2,2,1.0
23-24,Anthony Elanga,MID,30.0,45,1,0.0,0.04,0,0.0,1,51,2,2,2.0
23-24,Anthony Elanga,MID,31.0,82,2,0.22,0.06,0,0.0,4,51,2,2,6.0
23-24,Anthony Elanga,MID,32.0,90,6,0.08,0.14,0,0.0,25,51,4,2,0.0
23-24,Anthony Elanga,MID,34.0,37,1,0.0,0.0,0,0.0,2,51,2,2,2.0
23-24,Anthony Elanga,MID,35.0,73,2,0.0,0.11,0,0.0,9,50,5,2,2.0
23-24,Anthony Elanga,MID,36.0,66,2,0.0,0.32,0,0.0,9,50,2,2,1.0
23-24,Anthony Elanga,MID,37.0,18,1,0.0,0.01,0,0.0,0,50,3,2,5.0
23-24,Anthony Gordon,MID,1.0,67,4,0.07,0.36,0,0.0,18,55,3,4,0.0
23-24,Anthony Gordon,MID,2.0,55,0,0.09,0.0,0,0.0,-3,55,5,3,10.0
23-24,Anthony Gordon,MID,3.0,71,10,0.59,0.22,1,0.0,28,55,4,4,1.0
23-24,Anthony Gordon,MID,4.0,90,1,0.2,0.04,0,0.0,4,55,3,3,5.0
23-24,Anthony Gordon,MID,5.0,90,5,0.0,0.13,1,0.0,13,55,2,4,12.0
23-24,Anthony Gordon,MID,6.0,78,12,0.61,0.43,1,0.0,47,55,2,3,5.0
23-24,Anthony Gordon,MID,7.0,90,5,0.05,0.02,1,0.0,13,56,2,4,0.0
23-24,Anthony Gordon,MID,9.0,69,8,0.75,0.05,1,0.0,21,56,2,4,2.0
23-24,Anthony Gordon,MID,10.0,90,2,0.08,0.03,0,0.0,6,57,2,3,7.0
23-24,Anthony Gordon,MID,11.0,90,7,0.59,0.03,1,0.0,23,57,5,4,2.0
23-24,Anthony Gordon,MID,12.0,90,2,0.07,0.04,0,0.0,7,58,2,3,13.0
23-24,Anthony Gordon,MID,13.0,90,13,0.13,0.24,0,0.0,33,58,3,4,10.0
23-24,Anthony Gordon,MID,14.0,90,10,0.96,0.12,1,0.0,37,59,3,4,2.0
23-24,Anthony Gordon,MID,15.0,90,2,0.33,0.02,0,0.0,1,60,2,3,2.0
23-24,Anthony Gordon,MID,16.0,73,2,0.05,0.09,0,0.0,7,61,4,3,6.0
23-24,Anthony Gordon,MID,17.0,83,6,0.31,0.33,1,0.0,26,62,2,4,2.0
23-24,Anthony Gordon,MID,18.0,90,2,0.12,0.15,0,0.0,11,62,2,3,1.0
23-24,Anthony Gordon,MID,19.0,90,1,0.41,0.09,0,0.0,-5,62,2,4,5.0
23-24,Anthony Gordon,MID,20.0,90,5,0.02,0.21,0,0.0,21,61,5,3,7.0
23-24,Anthony Gordon,MID,21.0,85,7,0.14,0.08,0,0.0,24,61,5,4,1.0
23-24,Anthony Gordon,MID,22.0,90,1,0.33,0.06,0,0.0,-1,61,4,3,4.0
23-24,Anthony Gordon,MID,23.0,45,4,0.28,0.04,0,0.0,10,62,2,4,2.0
23-24,Anthony Gordon,MID,24.0,90,2,0.06,0.14,0,0.0,11,61,2,3,8.0
23-24,Anthony Gordon,MID,25.0,90,8,1.06,0.03,0,0.0,22,61,2,4,2.0
23-24,Anthony Gordon,MID,26.0,90,2,0.04,0.01,0,0.0,5,61,5,3,8.0
23-24,Anthony Gordon,MID,27.0,90,8,0.24,0.09,1,0.0,27,61,2,4,1.0
23-24,Anthony Gordon,MID,28.0,35,1,0.08,0.04,0,0.0,0,61,3,3,8.0
23-24,Anthony Gordon,MID,30.0,90,8,0.35,0.14,0,0.0,30,60,2,4,0.0
23-24,Anthony Gordon,MID,32.0,90,3,0.28,0.02,1,0.0,2,60,3,3,17.0
23-24,Anthony Gordon,MID,33.0,90,17,0.62,0.78,1,0.0,53,60,3,4,1.0
23-24,Anthony Gordon,MID,34.0,90,1,0.21,0.08,0,0.0,4,61,2,3,10.0
23-24,Anthony Gordon,MID,35.0,81,10,0.0,0.35,0,0.0,37,62,2,4,6.0
23-24,Anthony Gordon,MID,36.0,84,6,0.15,0.36,1,0.0,19,63,2,3,2.0
23-24,Anthony Gordon,MID,37.0,90,2,0.21,0.38,0,0.0,16,64,2,4,6.0
23-24,Anthony Gordon,MID,37.0,90,6,0.55,0.2,0,0.0,27,64,4,3,0.0
23-24,Antoine Semenyo,FWD,1.0,15,4,0.07,0.01,0,0.0,11,45,2,2,6.0
23-24,Antoine Semenyo,FWD,2.0,75,6,0.18,0.1,0,0.0,32,45,5,2,2.0
23-24,Antoine Semenyo,FWD,3.0,72,2,0.17,0.02,0,0.0,-4,45,3,2,1.0
23-24,Antoine Semenyo,FWD,4.0,59,1,0.19,0.0,0,0.0,-3,45,2,2,0.0
23-24,Antoine Semenyo,FWD,6.0,26,1,0.09,0.0,0,0.0,-1,45,3,2,1.0
23-24,Antoine Semenyo,FWD,7.0,7,1,0.0,0.0,0,0.0,0,45,5,2,0.0
23-24,Antoine Semenyo,FWD,10.0,68,9,0.14,0.38,0,0.0,38,45,2,2,1.0
23-24,Antoine Semenyo,FWD,11.0,19,1,0.0,0.0,0,0.0,0,45,5,2,2.0
23-24,Antoine Semenyo,FWD,12.0,80,2,0.22,0.01,1,0.0,2,45,3,2,5.0
23-24,Antoine Semenyo,FWD,13.0,65,5,0.07,0.02,1,0.0,20,45,2,2,5.0
23-24,Antoine Semenyo,FWD,14.0,70,5,0.28,0.02,0,0.0,19,46,3,2,2.0
23-24,Antoine Semenyo,FWD,15.0,61,2,0.08,0.04,1,0.0,11,46,2,2,1.0
23-24,Antoine Semenyo,FWD,16.0,57,1,0.0,0.05,0,0.0,2,46,4,2,1.0
23-24,Antoine Semenyo,FWD,18.0,69,1,0.31,0.05,0,0.0,5,46,2,2,5.0
23-24,Antoine Semenyo,FWD,19.0,71,5,0.02,0.05,1,0.0,20,46,2,2,1.0
23-24,Antoine Semenyo,FWD,20.0,29,1,0.08,0.01,0,0.0,4,46,4,2,0.0
23-24,Antoine Semenyo,FWD,22.0,67,2,0.4,0.01,0,0.0,3,45,3,2,1.0
23-24,Antoine Semenyo,FWD,23.0,45,1,0.01,0.01,0,0.0,1,45,2,2,1.0
23-24,Antoine Semenyo,FWD,24.0,27,1,0.08,0.02,0,0.0,2,45,3,2,8.0
23-24,Antoine Semenyo,FWD,25.0,77,8,0.07,0.01,0,0.0,26,45,4,2,2.0
23-24,Antoine Semenyo,FWD,26.0,90,2,0.0,0.08,0,0.0,11,45,5,2,7.0
23-24,Antoine Semenyo,FWD,27.0,90,7,0.2,0.29,1,0.0,31,45,2,2,2.0
23-24,Antoine Semenyo,FWD,28.0,90,2,0.54,0.04,0,0.0,-1,45,2,2,13.0
23-24,Antoine Semenyo,FWD,28.0,90,13,0.44,0.13,0,0.0,63,45,2,2,2.0
23-24,Antoine Semenyo,FWD,30.0,90,2,0.22,0.02,0,0.0,1,45,2,2,3.0
23-24,Antoine Semenyo,FWD,31.0,45,3,0.12,0.06,0,0.0,12,45,2,2,2.0
23-24,Antoine Semenyo,FWD,32.0,68,2,0.0,0.01,1,0.0,6,45,2,2,0.0
23-24,Antoine Semenyo,FWD,34.0,27,1,0.11,0.0,0,0.0,2,45,4,2,9.0
23-24,Antoine Semenyo,FWD,34.0,90,9,0.25,0.04,1,0.0,34,45,2,2,2.0
23-24,Antoine Semenyo,FWD,35.0,90,2,0.04,0.33,1,0.0,4,45,2,2,2.0
23-24,Antoine Semenyo,FWD,36.0,90,2,0.04,0.01,0,0.0,4,45,5,2,2.0
23-24,Antoine Semenyo,FWD,37.0,90,2,0.13,0.05,0,0.0,-3,45,2,2,1.0
23-24,Antonee Robinson,DEF,1.0,90,6,0.0,0.01,1,0.0,25,45,2,2,1.0
23-24,Antonee Robinson,DEF,2.0,90,1,0.0,0.03,0,0.0,12,45,2,3,1.0
23-24,Antonee Robinson,DEF,3.0,90,1,0.0,0.08,0,0.0,11,45,5,2,-1.0
23-24,Antonee Robinson,DEF,4.0,90,-1,0.0,0.01,0,0.0,8,45,5,2,0.0
23-24,Antonee Robinson,DEF,6.0,90,7,0.0,0.09,1,0.0,30,45,2,2,1.0
23-24,Antonee Robinson,DEF,7.0,90,1,0.0,0.07,0,0.0,16,45,3,3,0.0
23-24,Antonee Robinson,DEF,8.0,90,0,0.05,0.23,0,0.0,8,45,2,3,1.0
23-24,Antonee Robinson,DEF,9.0,90,1,0.0,0.01,0,0.0,13,45,4,2,1.0
23-24,Antonee Robinson,DEF,10.0,90,1,0.01,0.21,0,0.0,12,45,3,2,1.0
23-24,Antonee Robinson,DEF,11.0,90,1,0.0,0.03,0,0.0,11,44,3,3,2.0
23-24,Antonee Robinson,DEF,12.0,90,2,0.0,0.37,0,0.0,22,44,4,2,4.0
23-24,Antonee Robinson,DEF,13.0,90,4,0.03,0.26,0,0.0,23,44,2,3,4.0
23-24,Antonee Robinson,DEF,14.0,90,4,0.06,0.18,0,0.0,31,44,5,2,6.0
23-24,Antonee Robinson,DEF,15.0,74,6,0.0,0.02,1,0.0,29,44,2,3,6.0
23-24,Antonee Robinson,DEF,16.0,71,6,0.0,0.03,1,0.0,26,44,2,3,1.0
23-24,Antonee Robinson,DEF,17.0,90,1,0.0,0.01,0,0.0,17,44,4,2,1.0
23-24,Antonee Robinson,DEF,18.0,81,1,0.19,0.01,0,0.0,13,44,2,3,1.0
23-24,Antonee Robinson,DEF,19.0,82,1,0.01,0.26,0,0.0,11,44,2,2,2.0
23-24,Antonee Robinson,DEF,20.0,90,2,0.0,0.06,0,0.0,13,44,5,3,2.0
23-24,Antonee Robinson,DEF,21.0,90,2,0.0,0.15,0,0.0,14,44,3,2,6.0
23-24,Antonee Robinson,DEF,22.0,90,6,0.04,0.08,1,0.0,19,44,2,3,5.0
23-24,Antonee Robinson,DEF,23.0,90,5,0.0,0.13,0,0.0,28,44,2,2,2.0
23-24,Antonee Robinson,DEF,24.0,90,2,0.16,0.02,0,0.0,20,44,2,3,5.0
23-24,Antonee Robinson,DEF,25.0,90,5,0.0,0.13,0,0.0,21,44,3,3,2.0
23-24,Antonee Robinson,DEF,26.0,90,2,0.0,0.02,0,0.0,14,45,4,2,6.0
23-24,Antonee Robinson,DEF,27.0,90,6,0.0,0.02,1,0.0,21,45,2,3,1.0
23-24,Antonee Robinson,DEF,28.0,90,1,0.0,0.13,0,0.0,14,45,2,2,11.0
23-24,Antonee Robinson,DEF,29.0,90,11,0.0,0.57,1,0.0,37,45,3,3,1.0
23-24,Antonee Robinson,DEF,30.0,90,1,0.03,0.22,0,0.0,14,46,2,2,1.0
23-24,Antonee Robinson,DEF,31.0,90,1,0.0,0.05,0,0.0,15,46,2,2,2.0
23-24,Antonee Robinson,DEF,32.0,90,2,0.04,0.09,0,0.0,18,46,3,3,6.0
23-24,Antonee Robinson,DEF,33.0,90,6,0.0,0.05,1,0.0,21,46,3,2,1.0
23-24,Antonee Robinson,DEF,34.0,90,1,0.01,0.05,0,0.0,16,46,4,3,2.0
23-24,Antonee Robinson,DEF,35.0,90,2,0.0,0.03,0,0.0,18,46,2,3,7.0
23-24,Antonee Robinson,DEF,36.0,90,7,0.05,0.01,1,0.0,28,46,2,2,-1.0
23-24,Antonee Robinson,DEF,37.0,90,-1,0.0,0.02,0,0.0,12,45,5,3,0.0
23-24,Armando Broja,FWD,6.0,11,1,0.01,0.0,0,0.0,1,49,3,3,6.0
23-24,Armando Broja,FWD,7.0,64,6,0.49,0.02,1,0.0,25,49,3,3,1.0
23-24,Armando Broja,FWD,8.0,45,1,0.08,0.02,0,0.0,0,49,2,3,0.0
23-24,Armando Broja,FWD,12.0,1,4,0.0,0.0,0,0.0,11,49,5,3,1.0
23-24,Armando Broja,FWD,13.0,21,1,0.0,0.0,0,0.0,3,49,4,3,1.0
23-24,Armando Broja,FWD,14.0,9,1,0.0,0.0,0,0.0,3,49,2,3,1.0
23-24,Armando Broja,FWD,15.0,13,1,0.04,0.0,0,0.0,-1,49,4,3,2.0
23-24,Armando Broja,FWD,16.0,66,2,0.1,0.01,0,0.0,0,49,2,3,1.0
23-24,Armando Broja,FWD,17.0,15,1,0.85,0.06,0,0.0,1,49,2,3,1.0
23-24,Armando Broja,FWD,18.0,58,1,0.15,0.02,0,0.0,2,49,2,3,1.0
23-24,Armando Broja,FWD,19.0,19,1,0.21,0.0,0,0.0,-2,49,2,3,2.0
23-24,Armando Broja,FWD,20.0,61,2,0.02,0.01,1,0.0,2,49,2,3,2.0
23-24,Armando Broja,FWD,21.0,65,2,0.29,0.08,1,0.0,1,49,2,3,0.0
23-24,Armando Broja,FWD,23.0,16,1,0.0,0.0,0,0.0,2,49,2,2,1.0
23-24,Armando Broja,FWD,24.0,15,1,0.0,0.0,0,0.0,0,49,2,3,0.0
23-24,Armando Broja,FWD,27.0,6,1,0.0,0.0,0,0.0,2,49,2,3,4.0
23-24,Armando Broja,FWD,28.0,10,4,0.0,0.01,0,0.0,15,49,2,2,0.0
23-24,Armando Broja,FWD,32.0,5,1,0.0,0.0,0,0.0,2,49,3,3,1.0
23-24,Armando Broja,FWD,33.0,1,1,0.0,0.0,0,0.0,1,49,3,2,0.0
23-24,Armando Broja,FWD,35.0,5,1,0.0,0.0,0,0.0,2,49,2,3,0.0
23-24,Armando Broja,FWD,37.0,23,1,0.0,0.0,0,0.0,2,49,5,3,0.0
23-24,Axel Disasi,DEF,1.0,90,11,0.47,0.01,0,0.0,27,50,4,3,0.0
23-24,Axel Disasi,DEF,2.0,90,0,0.0,0.03,0,0.0,6,50,3,3,6.0
23-24,Axel Disasi,DEF,3.0,90,6,0.05,0.01,1,0.0,29,51,2,3,2.0
23-24,Axel Disasi,DEF,4.0,90,2,0.15,0.74,0,0.0,13,51,2,3,5.0
23-24,Axel Disasi,DEF,5.0,90,5,0.0,0.0,1,0.0,23,51,2,3,2.0
23-24,Axel Disasi,DEF,6.0,90,2,0.02,0.13,0,0.0,11,51,3,3,6.0
23-24,Axel Disasi,DEF,7.0,90,6,0.08,0.0,1,0.0,25,51,3,3,2.0
23-24,Axel Disasi,DEF,8.0,90,2,0.0,0.19,0,0.0,13,51,2,3,0.0
23-24,Axel Disasi,DEF,10.0,66,2,0.0,0.06,0,0.0,12,51,2,3,2.0
23-24,Axel Disasi,DEF,11.0,90,2,0.01,0.0,0,0.0,9,51,4,3,0.0
23-24,Axel Disasi,DEF,12.0,90,0,0.0,0.0,0,0.0,18,50,5,3,0.0
23-24,Axel Disasi,DEF,14.0,90,1,0.0,0.0,0,0.0,13,50,2,3,1.0
23-24,Axel Disasi,DEF,15.0,90,1,0.0,0.0,0,0.0,12,50,4,3,1.0
23-24,Axel Disasi,DEF,16.0,90,1,0.0,0.07,0,0.0,15,49,2,3,6.0
23-24,Axel Disasi,DEF,17.0,90,6,0.0,0.02,1,0.0,24,49,2,3,2.0
23-24,Axel Disasi,DEF,18.0,90,2,0.0,0.05,0,0.0,18,49,2,3,2.0
23-24,Axel Disasi,DEF,19.0,90,2,0.0,0.01,0,0.0,18,49,2,3,0.0
23-24,Axel Disasi,DEF,20.0,90,0,0.0,0.0,0,0.0,12,49,2,3,5.0
23-24,Axel Disasi,DEF,21.0,90,5,0.1,0.01,1,0.0,21,49,2,3,-1.0
23-24,Axel Disasi,DEF,22.0,90,-1,0.0,0.01,0,0.0,13,49,5,3,-2.0
23-24,Axel Disasi,DEF,23.0,90,-2,0.0,0.02,0,0.0,12,49,2,3,1.0
23-24,Axel Disasi,DEF,24.0,90,1,0.1,0.01,0,0.0,10,49,2,3,2.0
23-24,Axel Disasi,DEF,25.0,90,2,0.0,0.0,0,0.0,15,49,5,3,9.0
23-24,Axel Disasi,DEF,27.0,90,9,0.28,0.01,0,0.0,27,49,2,3,1.0
23-24,Axel Disasi,DEF,28.0,90,1,0.0,0.0,0,0.0,18,49,3,3,1.0
23-24,Axel Disasi,DEF,30.0,90,1,0.0,0.05,0,0.0,15,49,2,3,1.0
23-24,Axel Disasi,DEF,31.0,74,1,0.17,0.02,0,0.0,10,49,3,3,1.0
23-24,Axel Disasi,DEF,32.0,90,1,0.0,0.0,0,0.0,10,49,2,3,0.0
23-24,Axel Disasi,DEF,34.0,90,0,0.92,0.01,0,0.0,13,49,5,3,1.0
