player_id,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,saves,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,was_home,opponent_team,fixture,team_difficulty,opponent_difficulty
1,1,90,10,0,0,1,0,3,38,7,49.2,0.0,0.0,4.9,0.0,0.0,0.0,1.52,55,False,14,9,4,4
1,2,90,6,0,0,1,0,0,28,1,13.4,0.0,0.0,1.3,0.0,0.0,0.0,0.17,55,True,11,11,2,5
1,3,90,2,0,0,0,1,0,12,2,20.0,10.0,0.0,3.0,0.0,0.02,0.02,0.52,55,False,12,25,4,4
1,4,90,6,0,0,1,0,0,24,1,12.8,0.0,0.0,1.3,0.0,0.0,0.0,0.2,55,True,16,31,2,5
1,5,90,2,0,0,0,1,0,13,2,21.4,0.0,0.0,2.1,0.0,0.01,0.01,0.89,55,True,13,41,4,5
1,6,90,2,0,0,0,1,0,11,2,15.8,0.0,0.0,1.6,0.0,0.01,0.01,0.61,56,False,15,58,4,4
1,7,90,6,0,0,1,0,0,20,0,3.2,0.0,0.0,0.3,0.0,0.0,0.0,0.49,56,True,19,61,2,5
1,8,90,6,0,0,1,0,0,21,0,4.6,0.0,0.0,0.5,0.0,0.0,0.0,0.44,57,False,10,74,3,4
1,9,90,6,0,0,1,0,0,25,1,15.0,0.1,0.0,1.5,0.0,0.0,0.0,0.47,57,True,8,81,3,5
1,10,90,6,0,0,1,0,0,20,0,2.8,0.1,0.0,0.3,0.0,0.0,0.0,0.42,58,False,3,92,2,4
1,11,90,1,0,0,0,2,0,-2,0,1.6,0.0,0.0,0.2,0.0,0.0,0.0,0.44,59,False,17,108,4,4
1,12,90,2,0,0,0,1,0,6,1,6.6,0.0,0.0,0.7,0.0,0.0,0.0,0.07,59,True,18,111,3,5
1,13,90,3,0,0,0,1,0,12,3,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.79,59,False,7,123,4,4
1,14,90,6,0,0,1,0,0,26,1,15.0,0.0,0.0,1.5,0.0,0.0,0.0,0.35,59,True,5,131,3,5
1,15,90,2,0,0,0,2,0,13,4,35.2,0.0,0.0,3.5,0.0,0.0,0.0,2.16,59,False,2,141,4,4
1,16,90,2,0,0,0,1,0,8,1,13.6,0.1,0.0,1.4,0.0,0.0,0.0,0.38,60,True,20,151,2,5
1,17,90,7,0,0,1,0,1,28,1,16.6,0.0,0.0,1.7,0.0,0.0,0.0,0.2,60,False,9,164,3,4
1,18,90,2,0,0,0,1,0,11,2,21.8,10.0,0.0,3.2,0.0,0.0,0.0,0.85,60,True,6,171,3,5
1,19,90,2,0,0,0,1,0,12,2,20.0,0.0,0.0,2.0,0.0,0.0,0.0,2.67,60,True,2,181,3,5
1,20,90,1,0,0,0,2,0,3,1,7.2,0.0,0.0,0.7,0.0,0.0,0.0,1.43,60,False,4,192,3,4
1,21,90,6,0,0,1,0,0,19,0,4.4,0.0,0.0,0.4,0.0,0.0,0.0,0.36,60,True,12,201,3,5
1,22,90,6,0,0,1,0,0,23,0,6.2,0.0,0.0,0.6,0.0,0.0,0.0,0.34,59,False,16,217,3,4
1,23,90,1,0,0,0,3,0,-3,0,4.8,0.0,0.0,0.5,0.0,0.01,0.01,0.71,59,True,14,221,3,5
1,24,90,6,0,0,1,0,0,24,1,9.6,0.0,0.0,1.0,0.0,0.0,0.0,0.15,59,False,11,234,3,4
1,25,90,7,0,0,1,0,1,30,2,21.6,10.1,0.0,3.2,0.0,0.0,0.0,0.19,59,True,17,241,2,5
1,26,90,2,0,0,0,1,0,11,2,19.8,0.0,0.0,2.0,0.0,0.0,0.0,1.34,59,False,5,252,4,4
1,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,False,20,310,2,4
2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,False,14,9,4,4
2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,True,11,11,2,5
2,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,False,12,25,4,4
2,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,True,16,31,2,5
2,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,True,13,41,4,5
2,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,False,15,58,4,4
2,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,True,19,61,2,5
2,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,False,10,74,3,4
2,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,True,8,81,3,5
2,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,False,3,92,2,4
2,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,False,17,108,4,4
2,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,True,18,111,3,5
2,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,False,7,123,4,4
2,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,True,5,131,3,5
2,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,False,2,141,4,4
2,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,20,151,2,5
2,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,9,164,3,4
2,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,6,171,3,5
2,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,2,181,3,5
2,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,4,192,3,4
2,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,12,201,3,5
2,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,16,217,3,4
2,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,14,221,3,5
2,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,11,234,3,4
2,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,17,241,2,5
2,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,5,252,4,4
2,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,20,310,2,4
3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,14,9,4,4
3,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,11,11,2,5
3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,12,25,4,4
3,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,16,31,2,5
3,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,13,41,4,5
3,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,15,58,4,4
3,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,19,61,2,5
3,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,10,74,3,4
3,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,8,81,3,5
3,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,3,92,2,4
3,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,17,108,4,4
3,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,18,111,3,5
3,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,7,123,4,4
3,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,5,131,3,5
3,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,2,141,4,4
3,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,20,151,2,5
3,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,9,164,3,4
3,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,6,171,3,5
3,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,2,181,3,5
3,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,4,192,3,4
3,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,12,201,3,5
3,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,16,217,3,4
3,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,14,221,3,5
3,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,11,234,3,4
3,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,17,241,2,5
3,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,5,252,4,4
3,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,20,310,2,4
4,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,14,9,4,4
4,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,11,11,2,5
4,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,12,25,4,4
4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,16,31,2,5
4,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,13,41,4,5
4,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,15,58,4,4
4,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,19,61,2,5
4,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,10,74,3,4
4,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,8,81,3,5
4,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,3,92,2,4
4,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,17,108,4,4
4,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,18,111,3,5
4,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,7,123,4,4
4,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,5,131,3,5
4,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,2,141,4,4
4,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,20,151,2,5
4,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,9,164,3,4
4,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,6,171,3,5
4,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,2,181,3,5
4,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,4,192,3,4
4,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,12,201,3,5
4,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,16,217,3,4
4,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,14,221,3,5
4,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,11,234,3,4
4,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,17,241,2,5
4,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,5,252,4,4
4,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,20,310,2,4
5,1,90,6,0,0,1,0,0,23,0,22.8,0.3,4.0,2.7,0.0,0.0,0.0,1.52,60,False,14,9,4,4
5,2,90,6,0,0,1,0,0,26,0,13.4,3.3,6.0,2.3,0.04,0.01,0.05,0.17,60,True,11,11,2,5
5,3,90,2,0,0,0,1,0,8,0,15.4,1.4,2.0,1.9,0.02,0.01,0.03,0.52,61,False,12,25,4,4
5,4,90,9,0,0,1,0,1,32,0,28.0,1.3,9.0,3.8,0.2,0.01,0.21,0.2,61,True,16,31,2,5
5,5,90,2,0,0,0,1,0,13,0,19.6,2.3,0.0,2.2,0.0,0.01,0.01,0.89,61,True,13,41,4,5
5,6,90,13,1,0,0,1,3,34,0,76.8,2.5,33.0,11.2,0.22,0.02,0.24,0.61,61,False,15,58,4,4
